query_name,chromosome,position,reference_end,length,cigar,coverage
SRR14041381.22932152,NW_003528295.1,365620,365704,-3664,38S26M1D31M2D4M1D19M7S,1032
SRR14041381.22938804,NW_003528295.1,365620,365668,-3691,64S26M1D21M14S,1032
SRR14041381.22945300,NW_003528295.1,365620,365698,-3673,51S26M1D31M2D4M1D13M,1032
SRR14041381.22945903,NW_003528295.1,365620,365704,-3644,18H26M1D31M2D4M1D19M27H,1032
SRR14041381.22951587,NW_003528295.1,365620,365704,-3621,26M1D31M2D4M1D19M45H,1032
SRR14041381.22955281,NW_003528295.1,365620,365704,-3629,26H26M1D31M2D4M1D19M19H,1032
SRR14041381.22963948,NW_003528295.1,365620,365704,-3618,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.22982066,NW_003528295.1,365620,365704,-3574,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.22986623,NW_003528295.1,365620,365704,-3665,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.22996038,NW_003528295.1,365620,365704,-3659,30H26M1D31M2D4M1D19M15H,1032
SRR14041381.22996490,NW_003528295.1,365620,365678,-3653,59S26M1D31M9S,1032
SRR14041381.22997162,NW_003528295.1,365620,365704,-3626,25H26M1D31M2D4M1D19M20H,1032
SRR14041381.22998878,NW_003528295.1,365620,365671,-3671,75S26M1D24M,1032
SRR14041381.22999320,NW_003528295.1,365620,365704,-3607,21H26M1D31M2D4M1D19M24H,1032
SRR14041381.23000038,NW_003528295.1,365620,365696,-3671,53S26M1D31M2D4M1D11M,1032
SRR14041381.23000880,NW_003528295.1,365620,365678,-3668,65S26M1D31M3S,1032
SRR14041381.23002404,NW_003528295.1,365620,365704,-3604,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.23006938,NW_003528295.1,365620,365676,-3679,70S26M1D29M,1032
SRR14041381.23008410,NW_003528295.1,365620,365704,-3618,7H26M1D31M2D4M1D19M38H,1032
SRR14041381.23013070,NW_003528295.1,365620,365694,-3656,55S26M1D31M2D4M1D9M,1032
SRR14041381.23021187,NW_003528295.1,365620,365704,-3633,41S26M1D31M2D4M1D19M4S,1032
SRR14041381.23032818,NW_003528295.1,365620,365704,-3581,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23039215,NW_003528295.1,365620,365704,-3617,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23044537,NW_003528295.1,365620,365704,-3644,19H26M1D31M2D4M1D19M26H,1032
SRR14041381.23045536,NW_003528295.1,365620,365678,-3671,58S26M1D31M10S,1032
SRR14041381.23046299,NW_003528295.1,365620,365704,-3644,7H26M1D31M2D4M1D19M38H,1032
SRR14041381.23047614,NW_003528295.1,365620,365670,-3704,76S26M1D23M,1032
SRR14041381.23049328,NW_003528295.1,365620,365704,-3632,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23051105,NW_003528295.1,365620,365704,-3611,7H26M1D31M2D4M1D19M38H,1032
SRR14041381.23053237,NW_003528295.1,365620,365704,-3617,28H26M1D31M2D4M1D19M17H,1032
SRR14041381.23060361,NW_003528295.1,365620,365704,-3654,20H26M1D31M2D4M1D19M25H,1032
SRR14041381.23060802,NW_003528295.1,365620,365705,-3655,44S26M1D20M1D15M2D20M,1032
SRR14041381.23061707,NW_003528295.1,365620,365704,-3625,3H26M1D31M3D23M42H,1032
SRR14041381.23067143,NW_003528295.1,365620,365700,-3669,49S26M1D31M2D4M1D15M,1032
SRR14041381.23067706,NW_003528295.1,365620,365669,-3672,77S26M1D22M,1032
SRR14041381.23073373,NW_003528295.1,365620,365693,-3650,56S26M1D31M2D4M1D8M,1032
SRR14041381.23086781,NW_003528295.1,365620,365693,-3678,56S26M1D31M2D4M1D8M,1032
SRR14041381.23093084,NW_003528295.1,365620,365704,-3590,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23097224,NW_003528295.1,365620,365704,-3634,27H26M1D31M2D4M1D19M18H,1032
SRR14041381.23097452,NW_003528295.1,365620,365704,-3657,10H26M1D31M2D4M1D19M35H,1032
SRR14041381.23107735,NW_003528295.1,365620,365704,-3612,42S26M1D31M2D4M1D19M3S,1032
SRR14041381.23111500,NW_003528295.1,365620,365704,-3644,37S26M1D31M2D4M1D19M8S,1032
SRR14041381.23113182,NW_003528295.1,365620,365704,-3665,21H26M1D33M3D21M24H,1032
SRR14041381.23119582,NW_003528295.1,365620,365704,-3595,15H26M1D31M2D4M1D19M30H,1032
SRR14041381.23128606,NW_003528295.1,365620,365704,-3579,5H26M1D31M2D4M1D19M40H,1032
SRR14041381.23128899,NW_003528295.1,365620,365704,-3588,4H26M1D31M2D4M1D19M41H,1032
SRR14041381.23128911,NW_003528295.1,365620,365704,-3644,6H26M1D31M2D4M1D19M39H,1032
SRR14041381.23129118,NW_003528295.1,365620,365680,-3660,66S26M1D33M,1032
SRR14041381.23134877,NW_003528295.1,365620,365704,-3618,21H26M1D31M2D4M1D19M24H,1032
SRR14041381.23141357,NW_003528295.1,365620,365704,-3628,22H26M1D31M2D4M1D19M23H,1032
SRR14041381.23146891,NW_003528295.1,365620,365704,-3644,12H26M1D31M2D4M1D19M33H,1032
SRR14041381.23154298,NW_003528295.1,365620,365704,-3590,26M1D31M2D4M1D19M45H,1032
SRR14041381.23156056,NW_003528295.1,365620,365704,-3662,15H26M1D31M2D4M1D19M30H,1032
SRR14041381.23156331,NW_003528295.1,365620,365716,-3608,34S26M1D31M2D4M1D13M1D17M,1032
SRR14041381.23161002,NW_003528295.1,365620,365704,-3626,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23163290,NW_003528295.1,365620,365706,-3682,43S26M1D31M2D4M1D21M,1032
SRR14041381.23164935,NW_003528295.1,365620,365704,-3662,24H26M1D31M2D4M1D19M21H,1032
SRR14041381.23170931,NW_003528295.1,365620,365705,-3667,44S26M1D31M2D4M1D20M,1032
SRR14041381.23171152,NW_003528295.1,365620,365677,-3674,69S26M1D30M,1032
SRR14041381.23172766,NW_003528295.1,365620,365704,-3618,27H26M1D31M2D4M1D19M18H,1032
SRR14041381.23173313,NW_003528295.1,365620,365704,-3631,6H26M1D31M2D4M1D19M39H,1032
SRR14041381.23182454,NW_003528295.1,365620,365704,-3668,16H26M1D31M2D4M1D19M29H,1032
SRR14041381.23183860,NW_003528295.1,365620,365669,-3684,77S26M1D22M,1032
SRR14041381.23185108,NW_003528295.1,365620,365705,-3665,44S26M1D31M2D4M1D20M,1032
SRR14041381.23185303,NW_003528295.1,365620,365704,-3653,25H26M1D31M2D4M1D19M20H,1032
SRR14041381.23185457,NW_003528295.1,365620,365704,-3612,18H26M1D31M2D4M1D19M27H,1032
SRR14041381.23202494,NW_003528295.1,365620,365678,-3665,58S26M1D31M10S,1032
SRR14041381.23202513,NW_003528295.1,365620,365704,-3595,17H26M1D31M2D4M1D19M28H,1032
SRR14041381.23205155,NW_003528295.1,365620,365704,-3644,21H26M1D31M2D4M1D19M24H,1032
SRR14041381.23215036,NW_003528295.1,365620,365698,-3672,51S26M1D31M2D4M1D13M,1032
SRR14041381.23219637,NW_003528295.1,365620,365704,-3598,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23222364,NW_003528295.1,365620,365672,-3690,74S26M1D25M,1032
SRR14041381.23226593,NW_003528295.1,365620,365685,-3681,63S26M1D31M2D5M,1032
SRR14041381.23229204,NW_003528295.1,365620,365704,-3618,20H26M1D31M2D4M1D19M25H,1032
SRR14041381.23233795,NW_003528295.1,365620,365678,-3684,68S26M1D31M,1032
SRR14041381.23236257,NW_003528295.1,365620,365678,-3675,68S26M1D31M,1032
SRR14041381.23247331,NW_003528295.1,365620,365685,-3659,63S26M1D31M2D5M,1032
SRR14041381.23250680,NW_003528295.1,365620,365704,-3581,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23253976,NW_003528295.1,365620,365705,-3617,44S26M1D31M2D4M1D20M,1032
SRR14041381.23262223,NW_003528295.1,365620,365704,-3650,17S26M1D31M2D4M1D19M28S,1032
SRR14041381.23265338,NW_003528295.1,365620,365704,-3598,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.23268464,NW_003528295.1,365620,365678,-3649,68S26M1D31M,1032
SRR14041381.23269003,NW_003528295.1,365620,365704,-3591,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23270426,NW_003528295.1,365620,365670,-3704,76S26M1D23M,1032
SRR14041381.23271913,NW_003528295.1,365620,365702,-3667,47S26M1D31M2D4M1D17M,1032
SRR14041381.23272907,NW_003528295.1,365620,365704,-3627,13H26M1D31M2D4M1D19M32H,1032
SRR14041381.23273784,NW_003528295.1,365620,365704,-3619,14H26M1D31M2D4M1D19M31H,1032
SRR14041381.23275625,NW_003528295.1,365620,365704,-3643,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.23279781,NW_003528295.1,365620,365704,-3677,32H26M1D31M2D4M1D19M13H,1032
SRR14041381.23281131,NW_003528295.1,365620,365704,-3644,39S26M1D31M2D4M1D19M6S,1032
SRR14041381.23282532,NW_003528295.1,365620,365678,-3692,59S26M1D31M9S,1032
SRR14041381.23285977,NW_003528295.1,365620,365704,-3655,45S26M1D31M2D4M1D19M,1032
SRR14041381.23286114,NW_003528295.1,365620,365704,-3661,32H26M1D31M2D4M1D19M13H,1032
SRR14041381.23292978,NW_003528295.1,365620,365706,-3655,43S26M1D31M2D4M1D21M,1032
SRR14041381.23294182,NW_003528295.1,365620,365678,-3673,60S26M1D31M8S,1032
SRR14041381.23295766,NW_003528295.1,365620,365677,-3685,69S26M1D30M,1032
SRR14041381.23299549,NW_003528295.1,365620,365704,-3606,10H26M1D31M2D4M1D19M35H,1032
SRR14041381.23300026,NW_003528295.1,365620,365704,-3666,22H26M1D31M2D4M1D19M23H,1032
SRR14041381.23303108,NW_003528295.1,365620,365701,-3660,48S26M1D31M2D4M1D16M,1032
SRR14041381.23307177,NW_003528295.1,365620,365704,-3611,26M1D31M2D4M1D19M45H,1032
SRR14041381.23310835,NW_003528295.1,365620,365704,-3644,13H26M1D31M2D4M1D19M32H,1032
SRR14041381.23311093,NW_003528295.1,365620,365704,-3644,28H26M1D31M2D4M1D19M17H,1032
SRR14041381.23317990,NW_003528295.1,365620,365704,-3570,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23319752,NW_003528295.1,365620,365704,-3604,13H26M1D31M2D4M1D19M32H,1032
SRR14041381.23321881,NW_003528295.1,365620,365704,-3601,15H26M1D31M2D4M1D19M30H,1032
SRR14041381.23324457,NW_003528295.1,365620,365704,-3630,5H26M1D31M2D4M1D19M40H,1032
SRR14041381.23327183,NW_003528295.1,365620,365704,-3644,31H26M1D31M2D4M1D19M14H,1032
SRR14041381.23329525,NW_003528295.1,365620,365704,-3612,9H26M1D31M2D4M1D19M36H,1032
SRR14041381.23329845,NW_003528295.1,365620,365704,-3595,4H26M1D31M2D4M1D19M41H,1032
SRR14041381.23330275,NW_003528295.1,365620,365680,-3653,57S26M1D33M9S,1032
SRR14041381.23330539,NW_003528295.1,365620,365675,-3652,71S26M1D28M,1032
SRR14041381.23340933,NW_003528295.1,365620,365704,-3621,24H26M1D31M2D4M1D19M21H,1032
SRR14041381.23341213,NW_003528295.1,365620,365704,-3611,26H26M1D31M2D4M1D19M19H,1032
SRR14041381.23341702,NW_003528295.1,365620,365704,-3644,32H26M1D31M2D4M1D19M13H,1032
SRR14041381.23343310,NW_003528295.1,365620,365704,-3627,13H26M1D31M2D4M1D19M32H,1032
SRR14041381.23344385,NW_003528295.1,365620,365704,-3626,18H26M1D31M2D4M1D19M27H,1032
SRR14041381.23345315,NW_003528295.1,365620,365704,-3618,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23349660,NW_003528295.1,365620,365678,-3669,58S26M1D31M10S,1032
SRR14041381.23351489,NW_003528295.1,365620,365704,-3650,25S26M1D31M2D4M1D19M20S,1032
SRR14041381.23356871,NW_003528295.1,365620,365699,-3657,50S26M1D31M2D4M1D14M,1032
SRR14041381.23358106,NW_003528295.1,365620,365704,-3644,3H26M1D31M2D4M1D19M42H,1032
SRR14041381.23363524,NW_003528295.1,365620,365701,-3662,48S26M1D31M2D4M1D16M,1032
SRR14041381.23364815,NW_003528295.1,365620,365677,-3664,69S20M1D36M,1032
SRR14041381.23365458,NW_003528295.1,365620,365704,-3623,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23378237,NW_003528295.1,365620,365704,-3648,29H26M1D31M2D4M1D19M16H,1032
SRR14041381.23378899,NW_003528295.1,365620,365704,-3604,13H26M1D31M2D4M1D19M32H,1032
SRR14041381.23379953,NW_003528295.1,365620,365704,-3603,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23381689,NW_003528295.1,365620,365672,-3653,74S26M1D25M,1032
SRR14041381.23383821,NW_003528295.1,365620,365678,-3665,58S26M1D31M10S,1032
SRR14041381.23387210,NW_003528295.1,365620,365702,-3671,47S26M1D31M2D4M1D17M,1032
SRR14041381.23387664,NW_003528295.1,365620,365704,-3644,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23393713,NW_003528295.1,365620,365704,-3656,38S26M1D31M2D4M1D19M7S,1032
SRR14041381.23394131,NW_003528295.1,365620,365704,-3624,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23394625,NW_003528295.1,365620,365704,-3648,26M1D31M2D4M1D19M45H,1032
SRR14041381.23396216,NW_003528295.1,365620,365718,-3599,20S26M1D31M2D4M1D13M1D19M12S,1032
SRR14041381.23400419,NW_003528295.1,365620,365704,-3584,26M1D31M2D4M1D19M45H,1032
SRR14041381.23402373,NW_003528295.1,365620,365704,-3610,17H26M1D31M2D4M1D19M28H,1032
SRR14041381.23402413,NW_003528295.1,365620,365679,-3684,67S26M1D32M,1032
SRR14041381.23403182,NW_003528295.1,365620,365704,-3612,16H26M1D31M2D4M1D19M29H,1032
SRR14041381.23406215,NW_003528295.1,365620,365680,-3662,66S26M1D33M,1032
SRR14041381.23408554,NW_003528295.1,365620,365704,-3611,9H20M1D37M2D4M1D19M36H,1032
SRR14041381.23409768,NW_003528295.1,365620,365704,-3625,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23412729,NW_003528295.1,365620,365704,-3664,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.23420367,NW_003528295.1,365620,365669,-3680,77S26M1D22M,1032
SRR14041381.23422616,NW_003528295.1,365620,365704,-3603,3H26M1D31M2D4M1D19M42H,1032
SRR14041381.23427998,NW_003528295.1,365620,365695,-3652,54S26M1D31M2D4M1D10M,1032
SRR14041381.23428697,NW_003528295.1,365620,365704,-3584,20H26M1D31M2D4M1D19M25H,1032
SRR14041381.23437332,NW_003528295.1,365620,365705,-3673,44S26M1D31M2D4M1D20M,1032
SRR14041381.23440174,NW_003528295.1,365620,365669,-3656,77S26M1D22M,1032
SRR14041381.23450320,NW_003528295.1,365620,365706,-3615,43S26M1D31M2D4M1D21M,1032
SRR14041381.23451176,NW_003528295.1,365620,365704,-3608,18H26M1D31M2D4M1D19M27H,1032
SRR14041381.23451817,NW_003528295.1,365620,365704,-3685,37S26M1D31M2D4M1D19M8S,1032
SRR14041381.23451878,NW_003528295.1,365620,365704,-3683,38S26M1D31M2D4M1D19M7S,1032
SRR14041381.23452347,NW_003528295.1,365620,365704,-3674,32H26M1D31M2D4M1D19M13H,1032
SRR14041381.23456023,NW_003528295.1,365620,365674,-3704,72S26M1D27M,1032
SRR14041381.23463507,NW_003528295.1,365620,365704,-3644,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23466011,NW_003528295.1,365620,365704,-3643,7H26M1D31M2D4M1D19M38H,1032
SRR14041381.23471913,NW_003528295.1,365620,365673,-3693,73S26M1D26M,1032
SRR14041381.23474856,NW_003528295.1,365620,365674,-3672,72S26M1D27M,1032
SRR14041381.23479707,NW_003528295.1,365620,365705,-3685,44S26M1D31M2D4M1D20M,1032
SRR14041381.23481045,NW_003528295.1,365620,365704,-3671,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.23483916,NW_003528295.1,365620,365704,-3650,38S26M1D31M2D4M1D19M7S,1032
SRR14041381.23492980,NW_003528295.1,365620,365700,-3661,49S26M1D31M2D4M1D15M,1032
SRR14041381.23493201,NW_003528295.1,365620,365704,-3591,14H26M1D31M2D4M1D19M31H,1032
SRR14041381.23503262,NW_003528295.1,365620,365704,-3692,7H26M1D31M2D4M1D19M38H,1032
SRR14041381.23503722,NW_003528295.1,365620,365704,-3633,39S26M1D31M2D4M1D19M6S,1032
SRR14041381.23507974,NW_003528295.1,365620,365705,-3630,44S26M1D31M2D4M1D20M,1032
SRR14041381.23515444,NW_003528295.1,365620,365704,-3623,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.23522568,NW_003528295.1,365620,365704,-3584,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23524185,NW_003528295.1,365620,365704,-3568,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23529276,NW_003528295.1,365620,365678,-3649,59S26M1D31M9S,1032
SRR14041381.23531258,NW_003528295.1,365620,365704,-3704,13H26M1D31M2D4M1D19M32H,1032
SRR14041381.23532291,NW_003528295.1,365620,365696,-3656,53S26M1D31M2D4M1D11M,1032
SRR14041381.23536392,NW_003528295.1,365620,365693,-3649,56S26M1D31M2D4M1D8M,1032
SRR14041381.23543212,NW_003528295.1,365620,365704,-3601,7H26M1D31M2D4M1D19M38H,1032
SRR14041381.23544382,NW_003528295.1,365620,365672,-3685,74S26M1D25M,1032
SRR14041381.23546661,NW_003528295.1,365620,365704,-3626,15H26M1D31M2D4M1D19M30H,1032
SRR14041381.23547877,NW_003528295.1,365620,365704,-3673,31H26M1D31M2D4M1D19M14H,1032
SRR14041381.23549046,NW_003528295.1,365620,365668,-3675,78S26M1D21M,1032
SRR14041381.23554693,NW_003528295.1,365620,365704,-3623,14H26M1D31M2D4M1D19M31H,1032
SRR14041381.23557015,NW_003528295.1,365620,365704,-3583,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23558857,NW_003528295.1,365620,365699,-3657,50S26M1D31M2D4M1D14M,1032
SRR14041381.23561540,NW_003528295.1,365620,365704,-3581,6H26M1D31M2D4M1D19M39H,1032
SRR14041381.23565898,NW_003528295.1,365620,365706,-3665,43S26M1D31M2D4M1D21M,1032
SRR14041381.23566515,NW_003528295.1,365620,365704,-3645,32H26M1D31M2D4M1D19M13H,1032
SRR14041381.23567610,NW_003528295.1,365620,365704,-3633,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23567770,NW_003528295.1,365620,365695,-3671,54S26M1D31M2D4M1D10M,1032
SRR14041381.23569120,NW_003528295.1,365620,365677,-3673,69S26M1D30M,1032
SRR14041381.23569740,NW_003528295.1,365620,365704,-3617,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23575871,NW_003528295.1,365620,365704,-3644,25H26M1D31M2D4M1D19M20H,1032
SRR14041381.23577085,NW_003528295.1,365620,365703,-3657,46S26M1D31M2D4M1D18M,1032
SRR14041381.23581505,NW_003528295.1,365620,365704,-3681,32H26M1D31M2D4M1D19M13H,1032
SRR14041381.23587730,NW_003528295.1,365620,365686,-3646,62S26M1D31M2D6M,1032
SRR14041381.23589402,NW_003528295.1,365620,365702,-3672,47S26M1D31M2D4M1D17M,1032
SRR14041381.23591251,NW_003528295.1,365620,365704,-3606,9H26M1D31M2D4M1D19M36H,1032
SRR14041381.23599075,NW_003528295.1,365620,365704,-3678,27H26M1D31M2D4M1D19M18H,1032
SRR14041381.23599494,NW_003528295.1,365620,365704,-3644,18H26M1D31M2D4M1D19M27H,1032
SRR14041381.23601893,NW_003528295.1,365620,365704,-3710,22H26M1D31M2D4M1D19M23H,1032
SRR14041381.23605625,NW_003528295.1,365620,365704,-3591,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23606939,NW_003528295.1,365620,365704,-3644,22H26M1D31M2D4M1D19M23H,1032
SRR14041381.23607837,NW_003528295.1,365620,365704,-3648,3H26M1D31M2D4M1D19M42H,1032
SRR14041381.23616207,NW_003528295.1,365620,365675,-3704,71S26M1D28M,1032
SRR14041381.23616785,NW_003528295.1,365620,365704,-3649,17H26M1D31M2D4M1D19M28H,1032
SRR14041381.23636938,NW_003528295.1,365620,365704,-3607,26M1D31M2D4M1D19M45H,1032
SRR14041381.23638709,NW_003528295.1,365620,365704,-3645,4H26M1D31M2D4M1D19M41H,1032
SRR14041381.23639540,NW_003528295.1,365620,365704,-3608,17H26M1D31M2D4M1D19M28H,1032
SRR14041381.23641572,NW_003528295.1,365620,365704,-3621,10H26M1D30M3D4M1D19M36H,1032
SRR14041381.23641672,NW_003528295.1,365620,365704,-3616,5H26M1D31M2D4M1D19M40H,1032
SRR14041381.23642467,NW_003528295.1,365620,365704,-3599,30H26M1D31M2D4M1D19M15H,1032
SRR14041381.23645423,NW_003528295.1,365620,365678,-3657,60S26M1D31M8S,1032
SRR14041381.23646135,NW_003528295.1,365620,365704,-3601,5H26M1D31M2D4M1D19M40H,1032
SRR14041381.23646239,NW_003528295.1,365620,365704,-3671,21H26M1D31M2D4M1D19M24H,1032
SRR14041381.23647242,NW_003528295.1,365620,365685,-3692,63S26M1D31M2D5M,1032
SRR14041381.23647579,NW_003528295.1,365620,365704,-3652,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23647731,NW_003528295.1,365620,365704,-3600,9H26M1D31M2D4M1D19M36H,1032
SRR14041381.23651287,NW_003528295.1,365620,365704,-3646,22H26M1D31M2D4M1D19M23H,1032
SRR14041381.23652770,NW_003528295.1,365620,365705,-3644,44S26M1D31M2D4M1D20M,1032
SRR14041381.23655519,NW_003528295.1,365620,365704,-3686,37S26M1D31M2D4M1D19M8S,1032
SRR14041381.23660685,NW_003528295.1,365620,365704,-3615,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23662481,NW_003528295.1,365620,365704,-3642,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23665650,NW_003528295.1,365620,365704,-3664,30H26M1D31M2D4M1D19M15H,1032
SRR14041381.23666330,NW_003528295.1,365620,365704,-3666,6H26M1D31M2D4M1D19M39H,1032
SRR14041381.23667861,NW_003528295.1,365620,365684,-3649,64S26M1D31M2D4M,1032
SRR14041381.23670085,NW_003528295.1,365620,365704,-3704,26M1D31M2D4M1D19M45H,1032
SRR14041381.23672414,NW_003528295.1,365620,365704,-3610,12H26M1D31M2D4M1D19M33H,1032
SRR14041381.23680755,NW_003528295.1,365620,365704,-3603,16H26M1D31M2D4M1D19M29H,1032
SRR14041381.23681066,NW_003528295.1,365620,365704,-3599,5H26M1D31M2D4M1D19M40H,1032
SRR14041381.23681637,NW_003528295.1,365620,365704,-3607,7H26M1D33M3D21M38H,1032
SRR14041381.23685350,NW_003528295.1,365620,365704,-3583,16H26M1D31M2D4M1D19M29H,1032
SRR14041381.23686356,NW_003528295.1,365620,365670,-3660,76S26M1D23M,1032
SRR14041381.23691054,NW_003528295.1,365620,365676,-3704,59S26M1D29M11S,1032
SRR14041381.23691880,NW_003528295.1,365620,365704,-3606,9H26M1D31M2D4M1D19M36H,1032
SRR14041381.23692954,NW_003528295.1,365620,365696,-3666,53S26M1D31M2D4M1D11M,1032
SRR14041381.23696959,NW_003528295.1,365620,365668,-3683,78S26M1D21M,1032
SRR14041381.23697147,NW_003528295.1,365620,365699,-3654,50S26M1D31M2D4M1D14M,1032
SRR14041381.23704019,NW_003528295.1,365620,365704,-3633,29H26M1D31M2D4M1D19M16H,1032
SRR14041381.23708355,NW_003528295.1,365620,365704,-3661,17H26M1D31M2D4M1D19M28H,1032
SRR14041381.23712924,NW_003528295.1,365620,365704,-3658,41S26M1D31M2D4M1D19M4S,1032
SRR14041381.23714575,NW_003528295.1,365620,365678,-3648,68S26M1D31M,1032
SRR14041381.23717868,NW_003528295.1,365620,365704,-3604,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23727878,NW_003528295.1,365620,365678,-3664,60S26M1D31M8S,1032
SRR14041381.23731351,NW_003528295.1,365620,365672,-3649,74S26M1D25M,1032
SRR14041381.23743867,NW_003528295.1,365620,365704,-3625,3H26M1D31M2D4M1D19M42H,1032
SRR14041381.23750668,NW_003528295.1,365620,365704,-3605,24H26M1D31M2D4M1D19M21H,1032
SRR14041381.23754384,NW_003528295.1,365620,365704,-3603,24H26M1D31M2D4M1D19M21H,1032
SRR14041381.23757816,NW_003528295.1,365620,365704,-3628,9H26M1D31M2D4M1D19M36H,1032
SRR14041381.23758393,NW_003528295.1,365620,365704,-3668,29H26M1D31M2D4M1D19M16H,1032
SRR14041381.23769761,NW_003528295.1,365620,365704,-3570,8H26M1D31M2D4M1D19M37H,1032
SRR14041381.23770420,NW_003528295.1,365620,365704,-3617,12H26M1D31M2D4M1D19M33H,1032
SRR14041381.23770829,NW_003528295.1,365620,365704,-3580,4H26M1D31M2D4M1D19M41H,1032
SRR14041381.23776045,NW_003528295.1,365620,365667,-3704,79S26M1D20M,1032
SRR14041381.23779338,NW_003528295.1,365620,365704,-3609,23H26M1D31M2D4M1D19M22H,1032
SRR14041381.23779961,NW_003528295.1,365620,365704,-3627,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23780326,NW_003528295.1,365620,365704,-3646,32H26M1D31M2D4M1D19M13H,1032
SRR14041381.23780378,NW_003528295.1,365620,365671,-3659,75S26M1D24M,1032
SRR14041381.23781046,NW_003528295.1,365620,365704,-3618,10H26M1D31M2D4M1D19M35H,1032
SRR14041381.23784059,NW_003528295.1,365620,365669,-3681,77S26M1D22M,1032
SRR14041381.23784076,NW_003528295.1,365620,365704,-3602,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23788172,NW_003528295.1,365620,365704,-3630,4H26M1D31M2D4M1D19M41H,1032
SRR14041381.23794697,NW_003528295.1,365620,365704,-3623,37S26M1D31M2D4M1D19M8S,1032
SRR14041381.23801068,NW_003528295.1,365620,365704,-3598,26H26M1D31M2D4M1D19M19H,1032
SRR14041381.23805196,NW_003528295.1,365620,365704,-3626,17H26M1D31M2D4M1D19M28H,1032
SRR14041381.23810932,NW_003528295.1,365620,365704,-3608,27H26M1D31M2D4M1D19M18H,1032
SRR14041381.23812025,NW_003528295.1,365620,365704,-3623,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23816856,NW_003528295.1,365620,365704,-3610,2H26M1D31M2D4M1D19M43H,1032
SRR14041381.23817465,NW_003528295.1,365620,365686,-3662,62S26M1D31M2D6M,1032
SRR14041381.23817721,NW_003528295.1,365620,365704,-3649,9H26M1D31M2D4M1D19M36H,1032
SRR14041381.23818452,NW_003528295.1,365620,365704,-3617,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23819162,NW_003528295.1,365620,365704,-3644,11H26M1D31M2D4M1D19M34H,1032
SRR14041381.23821108,NW_003528295.1,365620,365704,-3644,7H26M1D30M3D4M1D19M39H,1032
SRR14041381.23821678,NW_003528295.1,365620,365695,-3646,54S26M1D31M2D4M1D10M,1032
SRR14041381.23833250,NW_003528295.1,365620,365695,-3667,54S26M1D31M2D4M1D10M,1032
SRR14041381.23835187,NW_003528295.1,365620,365668,-3670,78S26M1D21M,1032
SRR14041381.23835429,NW_003528295.1,365620,365704,-3665,21H26M1D31M2D4M1D19M24H,1032
SRR14041381.23835648,NW_003528295.1,365620,365667,-3704,79S26M1D20M,1032
SRR14041381.23835893,NW_003528295.1,365620,365704,-3622,24H26M1D31M2D4M1D19M21H,1032
SRR14041381.23838115,NW_003528295.1,365620,365704,-3643,31H26M1D31M2D4M1D19M14H,1032
SRR14041381.23839891,NW_003528295.1,365620,365704,-3665,7H26M1D31M2D4M1D19M38H,1032
SRR14041381.23845973,NW_003528295.1,365620,365704,-3659,14H26M1D31M2D4M1D19M31H,1032
SRR14041381.23846947,NW_003528295.1,365620,365704,-3660,5H26M1D31M2D4M1D19M40H,1032
