chromosome,position,coverage
NW_003526941.1,4586069,238
NW_003526941.1,4586070,239
NW_003526941.1,4586073,239
NW_003526941.1,4586074,236
NW_003526941.1,4586075,238
NW_003526941.1,4586242,16
NW_003526941.1,4586249,17
NW_003526941.1,4586259,23
NW_003526941.1,6643999,112
NW_003526941.1,6645348,145
NW_003526941.1,6645353,142
NW_003526941.1,6645355,139
NW_003526941.1,6645357,141
NW_003526941.1,6645368,147
NW_003526941.1,6645371,147
NW_003526941.1,6645376,146
NW_003526941.1,6645377,147
NW_003526941.1,6645380,148
NW_003526941.1,6645399,145
NW_003526941.1,6645403,149
NW_003526941.1,6645406,159
NW_003526941.1,6646276,8
NW_003526941.1,6646449,29
NW_003526941.1,6646605,67
NW_003526941.1,6646771,85
NW_003526941.1,6646772,87
NW_003526941.1,6646773,89
NW_003526941.1,6646777,88
NW_003526941.1,6646783,87
NW_003526941.1,6646784,89
NW_003526941.1,6646786,87
NW_003526941.1,6646790,87
NW_003526941.1,6646791,89
NW_003526941.1,6646803,89
NW_003526941.1,6646812,96
NW_003526941.1,6646819,122
NW_003526941.1,6646820,122
NW_003526941.1,6646833,151
NW_003526941.1,6646835,153
NW_003526941.1,6646836,154
NW_003526941.1,6646837,155
NW_003526941.1,6646872,190
NW_003526941.1,6646876,195
NW_003526941.1,6646893,198
NW_003526941.1,6646899,222
NW_003526941.1,6647453,140
NW_003526941.1,6648083,15
NW_003526941.1,6648140,12
NW_003526941.1,6648374,44
NW_003526941.1,6648534,31
NW_003526941.1,6648539,26
NW_003526941.1,6648540,28
NW_003526941.1,6648816,31
NW_003526941.1,6648817,34
NW_003526941.1,6648819,37
NW_003526941.1,6648820,40
NW_003526941.1,6648871,46
NW_003526941.1,6648894,48
NW_003526941.1,6648901,52
NW_003526941.1,6649374,92
NW_003526941.1,6649442,109
NW_003526941.1,6649446,110
NW_003526941.1,6649448,110
NW_003526941.1,6649472,107
NW_003526941.1,6649475,107
NW_003526941.1,6649505,132
NW_003526941.1,6649506,132
NW_003526941.1,6649519,134
NW_003526941.1,6649578,135
NW_003526941.1,6649588,144
NW_003526941.1,6649601,145
NW_003526941.1,6649612,139
NW_003526941.1,6649615,135
NW_003526941.1,6649617,139
NW_003526941.1,6649621,140
NW_003526941.1,6649628,133
NW_003526941.1,6649634,130
NW_003526941.1,6649794,77
NW_003526941.1,6649798,83
NW_003526941.1,6649802,89
NW_003526941.1,6649807,94
NW_003526941.1,6649811,100
NW_003526941.1,6649815,102
NW_003526941.1,6649817,105
NW_003526941.1,6649852,121
NW_003526941.1,6649859,133
NW_003526941.1,6649860,131
NW_003526941.1,6649863,133
NW_003526941.1,6649867,137
NW_003526941.1,6649869,142
NW_003526941.1,6649878,145
NW_003526941.1,6650698,151
NW_003526941.1,6650736,150
NW_003526941.1,6650849,131
NW_003526941.1,6651249,159
NW_003526941.1,6653062,18
NW_003526941.1,6653137,57
NW_003526941.1,6653140,64
NW_003526941.1,6653141,65
NW_003526941.1,6653144,69
NW_003526941.1,6653145,72
NW_003526941.1,6653149,78
NW_003526941.1,6653153,82
NW_003526941.1,6653155,85
NW_003526941.1,6653157,82
NW_003526941.1,6653158,84
NW_003526941.1,6653159,86
NW_003526941.1,6653162,88
NW_003526941.1,6653163,90
NW_003526941.1,6653165,96
NW_003526941.1,6653166,101
NW_003526941.1,6653167,102
NW_003526941.1,6653168,106
NW_003526941.1,6653169,107
NW_003526941.1,6653170,110
NW_003526941.1,6653171,113
NW_003526941.1,6653172,117
NW_003526941.1,6653173,119
NW_003526941.1,6653174,120
NW_003526941.1,6653176,124
NW_003526941.1,6653177,124
NW_003526941.1,6653179,127
NW_003526941.1,6653181,131
NW_003526941.1,6653183,137
NW_003526941.1,6653184,139
NW_003526941.1,6653185,140
NW_003526941.1,6653186,145
NW_003526941.1,6653187,165
NW_003526941.1,6653188,168
NW_003526941.1,6653189,170
NW_003526941.1,6653190,173
NW_003526941.1,6653191,175
NW_003526941.1,6653192,179
NW_003526941.1,6653195,181
NW_003526941.1,6653196,184
NW_003526941.1,6653197,187
NW_003526941.1,6653198,188
NW_003526941.1,6653200,189
NW_003526941.1,6653201,192
NW_003526941.1,6653209,199
NW_003526941.1,6653220,222
NW_003526941.1,6653223,227
NW_003526941.1,6653234,235
NW_003526941.1,6653235,236
NW_003526941.1,6653236,228
NW_003526941.1,6653238,229
NW_003526941.1,6653240,229
NW_003526941.1,6653273,127
NW_003526941.1,6653281,117
NW_003526941.1,6653291,48
NW_003526941.1,6653293,147
NW_003526941.1,6653309,149
NW_003526941.1,6653327,114
NW_003526941.1,6653613,28
NW_003526941.1,6654264,133
NW_003526941.1,6654269,137
NW_003526941.1,6654270,140
NW_003526941.1,6654271,144
NW_003526941.1,6654273,148
NW_003526941.1,6654275,149
NW_003526941.1,6654277,150
NW_003526941.1,6654283,156
NW_003526941.1,6654289,161
NW_003526941.1,6654292,163
NW_003526941.1,6654599,34
NW_003526941.1,6654708,175
NW_003526941.1,6654710,179
NW_003526941.1,6654712,183
NW_003526941.1,6654713,187
NW_003526941.1,6654720,205
NW_003526941.1,6654728,225
NW_003526941.1,6654735,238
NW_003526941.1,6654812,299
NW_003526941.1,6654817,307
NW_003526941.1,6654821,312
NW_003526941.1,6654824,314
NW_003526941.1,6654831,313
NW_003526941.1,6654832,313
NW_003526941.1,6654834,317
NW_003526941.1,6654839,319
NW_003526941.1,6654848,312
NW_003526941.1,6655725,27
NW_003526941.1,6655726,62
NW_003526941.1,6655727,76
NW_003526941.1,6655730,92
NW_003526941.1,6655731,96
NW_003526941.1,6655734,106
NW_003526941.1,6655735,113
NW_003526941.1,6655738,124
NW_003526941.1,6655744,151
NW_003526941.1,6655755,201
NW_003526941.1,6655762,218
NW_003526941.1,6655763,224
NW_003526941.1,6655768,278
NW_003526941.1,6655770,286
NW_003526941.1,6655771,289
NW_003526941.1,6655774,304
NW_003526941.1,6655775,314
NW_003526941.1,6655780,325
NW_003526941.1,6655781,322
NW_003526941.1,6655784,327
NW_003526941.1,6655786,329
NW_003526941.1,6655787,337
NW_003526941.1,6655791,344
NW_003526941.1,6655795,355
NW_003526941.1,6655796,358
NW_003526941.1,6655797,349
NW_003526941.1,6655798,349
NW_003526941.1,6655801,352
NW_003526941.1,6655802,366
NW_003526941.1,6655806,425
NW_003526941.1,6655807,441
NW_003526941.1,6655809,446
NW_003526941.1,6655814,459
NW_003526941.1,6655815,464
NW_003526941.1,6655818,469
NW_003526941.1,6655819,468
NW_003526941.1,6655821,468
NW_003526941.1,6655824,478
NW_003526941.1,6655825,478
NW_003526941.1,6655830,480
NW_003526941.1,6655839,476
NW_003526941.1,6655841,472
NW_003526941.1,6655842,488
NW_003526941.1,6655846,555
NW_003526941.1,6655847,573
NW_003526941.1,6655848,576
NW_003526941.1,6655849,578
NW_003526941.1,6655854,594
NW_003526941.1,6655857,591
NW_003526941.1,6655858,590
NW_003526941.1,6655859,571
NW_003526941.1,6655860,576
NW_003526941.1,6655861,578
NW_003526941.1,6655864,583
NW_003526941.1,6655865,585
NW_003526941.1,6655867,599
NW_003526941.1,6655868,602
NW_003526941.1,6655869,602
NW_003526941.1,6655872,601
NW_003526941.1,6655875,605
NW_003526941.1,6655876,588
NW_003526941.1,6655881,565
NW_003526941.1,6655885,589
NW_003526941.1,6655886,637
NW_003526941.1,6655887,654
NW_003526941.1,6655889,660
NW_003526941.1,6655890,666
NW_003526941.1,6655893,666
NW_003526941.1,6655894,670
NW_003526941.1,6655897,672
NW_003526941.1,6655898,674
NW_003526941.1,6655899,656
NW_003526941.1,6655900,655
NW_003526941.1,6655902,644
NW_003526941.1,6655903,649
NW_003526941.1,6655904,661
NW_003526941.1,6655905,661
NW_003526941.1,6655908,666
NW_003526941.1,6655910,656
NW_003526941.1,6655911,667
NW_003526941.1,6655912,662
NW_003526941.1,6655915,660
NW_003526941.1,6655919,635
NW_003526941.1,6655921,632
NW_003526941.1,6655923,646
NW_003526941.1,6655925,645
NW_003526941.1,6655926,687
NW_003526941.1,6655928,707
NW_003526941.1,6655929,709
NW_003526941.1,6655931,713
NW_003526941.1,6655934,720
NW_003526941.1,6655935,725
NW_003526941.1,6655936,717
NW_003526941.1,6655938,716
NW_003526941.1,6655940,694
NW_003526941.1,6655943,680
NW_003526941.1,6655944,700
NW_003526941.1,6655945,707
NW_003526941.1,6655947,718
NW_003526941.1,6655948,718
NW_003526941.1,6655953,699
NW_003526941.1,6655959,681
NW_003526941.1,6655962,689
NW_003526941.1,6655963,693
NW_003526941.1,6655965,696
NW_003526941.1,6655966,735
NW_003526941.1,6655967,739
NW_003526941.1,6655968,743
NW_003526941.1,6655970,741
NW_003526941.1,6655971,745
NW_003526941.1,6655975,758
NW_003526941.1,6655976,756
NW_003526941.1,6655978,749
NW_003526941.1,6655980,720
NW_003526941.1,6655983,704
NW_003526941.1,6655984,714
NW_003526941.1,6655986,705
NW_003526941.1,6655991,709
NW_003526941.1,6655992,706
NW_003526941.1,6656001,660
NW_003526941.1,6656003,678
NW_003526941.1,6656006,709
NW_003526941.1,6656007,713
NW_003526941.1,6656008,712
NW_003526941.1,6656011,711
NW_003526941.1,6656014,722
NW_003526941.1,6656015,727
NW_003526941.1,6656016,718
NW_003526941.1,6656017,721
NW_003526941.1,6656018,722
NW_003526941.1,6656021,696
NW_003526941.1,6656023,690
NW_003526941.1,6656024,680
NW_003526941.1,6656025,678
NW_003526941.1,6656027,684
NW_003526941.1,6656028,679
NW_003526941.1,6656029,685
NW_003526941.1,6656030,674
NW_003526941.1,6656034,674
NW_003526941.1,6656035,677
NW_003526941.1,6656037,642
NW_003526941.1,6656038,639
NW_003526941.1,6656039,642
NW_003526941.1,6656043,659
NW_003526941.1,6656045,661
NW_003526941.1,6656046,707
NW_003526941.1,6656047,721
NW_003526941.1,6656051,712
NW_003526941.1,6656052,717
NW_003526941.1,6656054,727
NW_003526941.1,6656055,732
NW_003526941.1,6656056,722
NW_003526941.1,6656062,685
NW_003526941.1,6656064,673
NW_003526941.1,6656069,662
NW_003526941.1,6656070,655
NW_003526941.1,6656075,660
NW_003526941.1,6656077,637
NW_003526941.1,6656078,633
NW_003526941.1,6656079,638
NW_003526941.1,6656080,616
NW_003526941.1,6656082,648
NW_003526941.1,6656086,690
NW_003526941.1,6656088,697
NW_003526941.1,6656089,693
NW_003526941.1,6656091,688
NW_003526941.1,6656093,685
NW_003526941.1,6656095,692
NW_003526941.1,6656098,683
NW_003526941.1,6656101,662
NW_003526941.1,6656102,659
NW_003526941.1,6656103,655
NW_003526941.1,6656104,647
NW_003526941.1,6656106,642
NW_003526941.1,6656107,663
NW_003526941.1,6656108,664
NW_003526941.1,6656111,667
NW_003526941.1,6656112,668
NW_003526941.1,6656113,669
NW_003526941.1,6656115,669
NW_003526941.1,6656116,648
NW_003526941.1,6656121,630
NW_003526941.1,6656122,639
NW_003526941.1,6656123,641
NW_003526941.1,6656126,670
NW_003526941.1,6656127,677
NW_003526941.1,6656130,673
NW_003526941.1,6656131,676
NW_003526941.1,6656134,685
NW_003526941.1,6656135,693
NW_003526941.1,6656136,682
NW_003526941.1,6656137,686
NW_003526941.1,6656139,654
NW_003526941.1,6656142,645
NW_003526941.1,6656147,649
NW_003526941.1,6656149,649
NW_003526941.1,6656150,647
NW_003526941.1,6656151,649
NW_003526941.1,6656153,650
NW_003526941.1,6656154,644
NW_003526941.1,6656155,653
NW_003526941.1,6656156,629
NW_003526941.1,6656159,619
NW_003526941.1,6656160,599
NW_003526941.1,6656163,625
NW_003526941.1,6656166,714
NW_003526941.1,6656167,725
NW_003526941.1,6656168,726
NW_003526941.1,6656169,730
NW_003526941.1,6656171,740
NW_003526941.1,6656173,746
NW_003526941.1,6656174,757
NW_003526941.1,6656176,751
NW_003526941.1,6656178,746
NW_003526941.1,6656179,747
NW_003526941.1,6656180,756
NW_003526941.1,6656182,762
NW_003526941.1,6656183,754
NW_003526941.1,6656184,749
NW_003526941.1,6656187,778
NW_003526941.1,6656188,782
NW_003526941.1,6656189,782
NW_003526941.1,6656190,782
NW_003526941.1,6656191,790
NW_003526941.1,6656193,789
NW_003526941.1,6656194,788
NW_003526941.1,6656195,791
NW_003526941.1,6656196,758
NW_003526941.1,6656199,760
NW_003526941.1,6656203,781
NW_003526941.1,6656204,791
NW_003526941.1,6656205,795
NW_003526941.1,6656206,910
NW_003526941.1,6656207,924
NW_003526941.1,6656208,932
NW_003526941.1,6656209,950
NW_003526941.1,6656210,966
NW_003526941.1,6656211,1007
NW_003526941.1,6656212,1020
NW_003526941.1,6656213,1033
NW_003526941.1,6656214,1046
NW_003526941.1,6656215,1049
NW_003526941.1,6656216,1052
NW_003526941.1,6656217,1066
NW_003526941.1,6656218,1071
NW_003526941.1,6656220,1061
NW_003526941.1,6656221,1071
NW_003526941.1,6656222,1073
NW_003526941.1,6656223,1079
NW_003526941.1,6656224,1101
NW_003526941.1,6656225,1112
NW_003526941.1,6656226,1114
NW_003526941.1,6656227,1126
NW_003526941.1,6656229,1136
NW_003526941.1,6656232,1136
NW_003526941.1,6656236,1043
NW_003526941.1,6656237,1028
NW_003526941.1,6656241,1038
NW_003526941.1,6656242,1055
NW_003526941.1,6656243,1056
NW_003526941.1,6656244,1064
NW_003526941.1,6656245,1071
NW_003526941.1,6656246,1017
NW_003526941.1,6656247,1043
NW_003526941.1,6656248,1014
NW_003526941.1,6656249,1016
NW_003526941.1,6656250,1017
NW_003526941.1,6656251,1107
NW_003526941.1,6656252,1113
NW_003526941.1,6656253,1111
NW_003526941.1,6656254,1120
NW_003526941.1,6656255,1124
NW_003526941.1,6656256,1123
NW_003526941.1,6656257,1162
NW_003526941.1,6656258,1127
NW_003526941.1,6656259,1108
NW_003526941.1,6656260,1117
NW_003526941.1,6656262,1083
NW_003526941.1,6656263,1086
NW_003526941.1,6656264,1509
NW_003526941.1,6656265,1526
NW_003526941.1,6656266,1552
NW_003526941.1,6656267,1562
NW_003526941.1,6656268,1577
NW_003526941.1,6656269,1522
NW_003526941.1,6656270,1526
NW_003526941.1,6656271,1562
NW_003526941.1,6656274,1533
NW_003526941.1,6656275,1585
NW_003526941.1,6656276,1551
NW_003526941.1,6656277,1469
NW_003526941.1,6656278,1509
NW_003526941.1,6656279,1559
NW_003526941.1,6656280,1553
NW_003526941.1,6656281,1567
NW_003526941.1,6656282,1581
NW_003526941.1,6656283,1593
NW_003526941.1,6656284,1599
NW_003526941.1,6656287,1664
NW_003526941.1,6656290,1800
NW_003526941.1,6656291,1809
NW_003526941.1,6656292,1812
NW_003526941.1,6656294,1829
NW_003526941.1,6656295,1811
NW_003526941.1,6656296,1812
NW_003526941.1,6656297,1772
NW_003526941.1,6656298,1771
NW_003526941.1,6656299,1761
NW_003526941.1,6656300,1780
NW_003526941.1,6656301,1816
NW_003526941.1,6656302,1818
NW_003526941.1,6656303,1906
NW_003526941.1,6656304,1905
NW_003526941.1,6656305,1857
NW_003526941.1,6656307,1893
NW_003526941.1,6656308,1929
NW_003526941.1,6656309,1930
NW_003526941.1,6656310,1918
NW_003526941.1,6656311,1923
NW_003526941.1,6656313,1906
NW_003526941.1,6656316,1826
NW_003526941.1,6656319,1670
NW_003526941.1,6656321,1785
NW_003526941.1,6656322,1772
NW_003526941.1,6656323,1763
NW_003526941.1,6656324,1760
NW_003526941.1,6656328,1729
NW_003526941.1,6656329,1723
NW_003526941.1,6656330,1707
NW_003526941.1,6656331,1666
NW_003526941.1,6656333,1587
NW_003526941.1,6656334,1402
NW_003526941.1,6656339,1371
NW_003526941.1,6656341,1358
NW_003526941.1,6656342,1354
NW_003526941.1,6656343,1416
NW_003526941.1,6656344,1473
NW_003526941.1,6656345,1469
NW_003526941.1,6656347,1477
NW_003526941.1,6656348,1469
NW_003526941.1,6656349,1461
NW_003526941.1,6656350,1451
NW_003526941.1,6656351,1448
NW_003526941.1,6656354,1349
NW_003526941.1,6656361,1233
NW_003526941.1,6656363,1204
NW_003526941.1,6656364,1196
NW_003526941.1,6656366,1172
NW_003526941.1,6656372,1076
NW_003526941.1,6656378,871
NW_003526941.1,6656380,862
NW_003526941.1,6656383,807
NW_003526941.1,6656384,838
NW_003526941.1,6656385,834
NW_003526941.1,6656386,829
NW_003526941.1,6656388,837
NW_003526941.1,6656401,732
NW_003526941.1,6656402,726
NW_003526941.1,6656405,695
NW_003526941.1,6656412,589
NW_003526941.1,6656441,261
NW_003526941.1,6656447,236
NW_003526941.1,6656448,242
NW_003526941.1,6656450,238
NW_003526941.1,6656451,237
NW_003526941.1,6656457,235
NW_003526941.1,6656552,69
NW_003526941.1,6656635,99
NW_003526941.1,6656644,111
NW_003526941.1,6656645,112
NW_003526941.1,6656650,119
NW_003526941.1,6656656,124
NW_003526941.1,6656665,130
NW_003526941.1,6656674,156
NW_003526941.1,6656681,166
NW_003526941.1,6656687,177
NW_003526941.1,6656688,179
NW_003526941.1,6656690,182
NW_003526941.1,6656891,231
NW_003526941.1,6657087,167
NW_003526941.1,6657088,169
NW_003526941.1,6657090,173
NW_003526941.1,6657118,154
NW_003526941.1,6657269,88
NW_003526941.1,6657386,46
NW_003526941.1,6657389,46
NW_003526941.1,6657433,41
NW_003526941.1,6657560,43
NW_003526941.1,6657568,49
NW_003526941.1,6657606,55
NW_003526941.1,6657709,49
NW_003526941.1,6657734,40
NW_003526941.1,6659383,18
NW_003526941.1,6659547,74
NW_003526941.1,6659554,77
NW_003526941.1,6659565,82
NW_003526941.1,6659614,69
NW_003526941.1,6659707,113
NW_003526941.1,6659932,110
NW_003526941.1,6659936,110
NW_003526941.1,6659946,96
NW_003526941.1,6659949,94
NW_003526941.1,6660347,97
NW_003526941.1,6660375,77
NW_003526941.1,6660379,76
NW_003526941.1,6660381,74
NW_003526941.1,6660385,76
NW_003526941.1,6660394,68
NW_003526941.1,6660397,67
NW_003526941.1,6660398,67
NW_003526941.1,6660402,67
NW_003526941.1,6661057,42
NW_003526941.1,6661117,98
NW_003526941.1,6661139,106
NW_003526941.1,6661146,106
NW_003526941.1,6661150,107
NW_003526941.1,6661164,112
NW_003526941.1,6661178,119
NW_003526941.1,6661182,120
NW_003526941.1,6661183,120
NW_003526941.1,6661184,120
NW_003526941.1,6661203,118
NW_003526941.1,6661298,101
NW_003526941.1,6661302,105
NW_003526941.1,6661303,104
NW_003526941.1,6661307,99
NW_003526941.1,6661311,100
NW_003526941.1,6661313,100
NW_003526941.1,6661315,98
NW_003526941.1,6661322,110
NW_003526941.1,6661328,114
NW_003526941.1,6661398,93
NW_003526941.1,6661524,21
NW_003526941.1,6661575,55
NW_003526941.1,6661576,61
NW_003526941.1,6661577,75
NW_003526941.1,6661583,81
NW_003526941.1,6661593,115
NW_003526941.1,6661594,116
NW_003526941.1,6661621,170
NW_003526941.1,6661623,173
NW_003526941.1,6661634,195
NW_003526941.1,6661639,220
NW_003526941.1,6661640,222
NW_003526941.1,6661641,228
NW_003526941.1,6661642,231
NW_003526941.1,6661643,236
NW_003526941.1,6661645,240
NW_003526941.1,6661646,241
NW_003526941.1,6661647,246
NW_003526941.1,6661648,249
NW_003526941.1,6661649,252
NW_003526941.1,6661652,259
NW_003526941.1,6661653,261
NW_003526941.1,6661654,263
NW_003526941.1,6661657,266
NW_003526941.1,6661660,274
NW_003526941.1,6661662,277
NW_003526941.1,6661665,198
NW_003526941.1,6661666,198
NW_003526941.1,6661668,200
NW_003526941.1,6661669,189
NW_003526941.1,6661671,260
NW_003526941.1,6661672,262
NW_003526941.1,6661673,265
NW_003526941.1,6661675,288
NW_003526941.1,6661693,355
NW_003526941.1,6661710,355
NW_003526941.1,6661720,372
NW_003526941.1,6661722,380
NW_003526941.1,6661738,402
NW_003526941.1,6661747,408
NW_003526941.1,6661762,407
NW_003526941.1,6661765,409
NW_003526941.1,6661770,395
NW_003526941.1,6661775,393
NW_003526941.1,6661777,392
NW_003526941.1,6661778,392
NW_003526941.1,6661781,388
NW_003526941.1,6661785,371
NW_003526941.1,6661786,373
NW_003526941.1,6661787,373
NW_003526941.1,6661792,321
NW_003526941.1,6661795,314
NW_003526941.1,6661798,307
NW_003526941.1,6661801,305
NW_003526941.1,6661802,305
NW_003526941.1,6661803,307
NW_003526941.1,6661806,301
NW_003526941.1,6661807,301
NW_003526941.1,6661808,295
NW_003526941.1,6661810,294
NW_003526941.1,6661814,302
NW_003526941.1,6661815,305
NW_003526941.1,6661818,285
NW_003526941.1,6662107,8
NW_003526941.1,6663268,1
NW_003526941.1,6663271,2
NW_003526941.1,6663429,13
NW_003526941.1,6663614,101
NW_003526941.1,6663992,203
NW_003526941.1,6664050,238
NW_003526941.1,6664117,221
NW_003526941.1,6664123,225
NW_003526941.1,6664124,226
NW_003526941.1,6664126,219
NW_003526941.1,6664203,144
NW_003526941.1,6664206,140
NW_003526941.1,6664210,134
NW_003526941.1,6664215,127
NW_003526941.1,6664221,121
NW_003526941.1,6664227,118
NW_003526941.1,6664231,114
NW_003526941.1,6664232,113
NW_003526941.1,6664234,112
NW_003526941.1,6664235,113
NW_003526941.1,6664238,112
NW_003526941.1,6664239,113
NW_003526941.1,6664247,103
NW_003526941.1,6664249,98
NW_003526941.1,6664251,96
NW_003526941.1,6664252,99
NW_003526941.1,6664255,98
NW_003526941.1,6664256,99
NW_003526941.1,6664260,101
NW_003526941.1,6664262,103
NW_003526941.1,6664408,17
NW_003526941.1,6664493,23
NW_003526941.1,6664568,56
NW_003526941.1,6664820,84
NW_003526941.1,6665087,106
NW_003526941.1,6665097,106
NW_003526941.1,6665415,22
NW_003526941.1,6665418,25
NW_003526941.1,6665419,28
NW_003526941.1,6665420,30
NW_003526941.1,6665427,32
NW_003526941.1,7081848,141
NW_003526941.1,7085826,16
NW_003526941.1,7085831,18
NW_003526941.1,7087184,22
NW_003526941.1,7087185,23
NW_003526941.1,7087203,25
NW_003526941.1,7087207,26
NW_003526941.1,7087211,27
NW_003526941.1,7087225,27
NW_003526941.1,7087238,32
NW_003526941.1,7087724,21
NW_003526941.1,7087743,45
NW_003526941.1,7087745,49
NW_003526941.1,7087746,50
NW_003526941.1,7087748,53
NW_003526941.1,7087753,57
NW_003526941.1,7087754,61
NW_003526941.1,7087757,65
NW_003526941.1,7087764,79
NW_003526941.1,7087766,81
NW_003526941.1,7087768,85
NW_003526941.1,7087771,89
NW_003526941.1,7087772,91
NW_003526941.1,7087773,92
NW_003526941.1,7087788,114
NW_003526941.1,7087789,121
NW_003526941.1,7087795,134
NW_003526941.1,7087803,146
NW_003526941.1,7087809,153
NW_003526941.1,7087810,154
NW_003526941.1,7087812,160
NW_003526941.1,7087886,201
NW_003526941.1,7087900,196
NW_003526941.1,7088047,93
NW_003526941.1,7088050,101
NW_003526941.1,7088052,102
NW_003526941.1,7088084,140
NW_003526941.1,7088085,143
NW_003526941.1,7088109,166
NW_003526941.1,7088126,208
NW_003526941.1,7088130,230
NW_003526941.1,7088146,343
NW_003526941.1,7088171,481
NW_003526941.1,7088175,496
NW_003526941.1,7088176,507
NW_003526941.1,7088177,509
NW_003526941.1,7088180,533
NW_003526941.1,7088182,538
NW_003526941.1,7088187,572
NW_003526941.1,7088192,602
NW_003526941.1,7088263,990
NW_003526941.1,7088271,982
NW_003526941.1,7088279,997
NW_003526941.1,7088280,995
NW_003526941.1,7088284,996
NW_003526941.1,7088293,998
NW_003526941.1,7088302,1005
NW_003526941.1,7088318,982
NW_003526941.1,7088326,951
NW_003526941.1,7088327,953
NW_003526941.1,7088329,948
NW_003526941.1,7088331,939
NW_003526941.1,7088332,933
NW_003526941.1,7088337,902
NW_003526941.1,7088338,905
NW_003526941.1,7088339,900
NW_003526941.1,7088340,898
NW_003526941.1,7088344,877
NW_003526941.1,7088347,867
NW_003526941.1,7088351,851
NW_003526941.1,7088352,850
NW_003526941.1,7088409,615
NW_003526941.1,7088455,402
NW_003526941.1,7088475,337
NW_003526941.1,7088478,330
NW_003526941.1,7088480,320
NW_003526941.1,7088481,323
NW_003526941.1,7088483,321
NW_003526941.1,7088490,303
NW_003526941.1,7088491,297
NW_003526941.1,7088495,210
NW_003526941.1,7088501,210
NW_003526941.1,7088504,226
NW_003526941.1,7088505,231
NW_003526941.1,7088508,234
NW_003526941.1,7088514,233
NW_003526941.1,7088517,233
NW_003526941.1,7088557,222
NW_003526941.1,7088558,223
NW_003526941.1,7088559,222
NW_003526941.1,7088563,222
NW_003526941.1,7088565,222
NW_003526941.1,7088567,222
NW_003526941.1,7088716,105
NW_003526941.1,7088724,162
NW_003526941.1,7088727,181
NW_003526941.1,7088733,221
NW_003526941.1,7088734,227
NW_003526941.1,7088736,238
NW_003526941.1,7088739,255
NW_003526941.1,7088744,276
NW_003526941.1,7088745,280
NW_003526941.1,7088748,290
NW_003526941.1,7088749,293
NW_003526941.1,7088750,297
NW_003526941.1,7088752,307
NW_003526941.1,7088753,312
NW_003526941.1,7088754,323
NW_003526941.1,7088755,330
NW_003526941.1,7088759,348
NW_003526941.1,7088760,356
NW_003526941.1,7088761,361
NW_003526941.1,7088762,367
NW_003526941.1,7088763,372
NW_003526941.1,7088764,375
NW_003526941.1,7088766,380
NW_003526941.1,7088767,383
NW_003526941.1,7088768,390
NW_003526941.1,7088769,396
NW_003526941.1,7088770,401
NW_003526941.1,7088771,406
NW_003526941.1,7088772,414
NW_003526941.1,7088773,422
NW_003526941.1,7088774,431
NW_003526941.1,7088775,439
NW_003526941.1,7088776,443
NW_003526941.1,7088777,454
NW_003526941.1,7088778,462
NW_003526941.1,7088779,467
NW_003526941.1,7088780,470
NW_003526941.1,7088781,480
NW_003526941.1,7088782,485
NW_003526941.1,7088783,491
NW_003526941.1,7088784,508
NW_003526941.1,7088785,520
NW_003526941.1,7088786,530
NW_003526941.1,7088787,542
NW_003526941.1,7088788,552
NW_003526941.1,7088789,559
NW_003526941.1,7088790,569
NW_003526941.1,7088791,584
NW_003526941.1,7088792,593
NW_003526941.1,7088793,606
NW_003526941.1,7088794,616
NW_003526941.1,7088795,632
NW_003526941.1,7088796,640
NW_003526941.1,7088797,649
NW_003526941.1,7088798,660
NW_003526941.1,7088799,666
NW_003526941.1,7088800,683
NW_003526941.1,7088801,692
NW_003526941.1,7088802,706
NW_003526941.1,7088803,714
NW_003526941.1,7088804,723
NW_003526941.1,7088805,730
NW_003526941.1,7088806,742
NW_003526941.1,7088807,748
NW_003526941.1,7088808,759
NW_003526941.1,7088809,769
NW_003526941.1,7088810,780
NW_003526941.1,7088811,792
NW_003526941.1,7088812,802
NW_003526941.1,7088813,812
NW_003526941.1,7088814,826
NW_003526941.1,7088815,839
NW_003526941.1,7088816,842
NW_003526941.1,7088817,848
NW_003526941.1,7088820,867
NW_003526941.1,7088823,888
NW_003526941.1,7088825,902
NW_003526941.1,7088826,907
NW_003526941.1,7088827,912
NW_003526941.1,7088828,912
NW_003526941.1,7088831,925
NW_003526941.1,7088833,945
NW_003526941.1,7088834,954
NW_003526941.1,7088835,959
NW_003526941.1,7088836,958
NW_003526941.1,7088837,958
NW_003526941.1,7088838,957
NW_003526941.1,7088840,955
NW_003526941.1,7088842,957
NW_003526941.1,7088843,953
NW_003526941.1,7088844,950
NW_003526941.1,7088845,956
NW_003526941.1,7088846,947
NW_003526941.1,7088848,941
NW_003526941.1,7088887,785
NW_003526941.1,7088888,783
NW_003526941.1,7088890,792
NW_003526941.1,7089237,79
NW_003526941.1,7089242,96
NW_003526941.1,7089249,114
NW_003526941.1,7089325,362
NW_003526941.1,7089358,408
NW_003526941.1,7089360,411
NW_003526941.1,7089361,414
NW_003526941.1,7089365,425
NW_003526941.1,7089366,426
NW_003526941.1,7089375,441
NW_003526941.1,7089379,441
NW_003526941.1,7089380,440
NW_003526941.1,7089390,424
NW_003526941.1,7089392,422
NW_003526941.1,7089393,419
NW_003526941.1,7089395,418
NW_003526941.1,7089415,386
