chromosome,source,feature,start,end,score,strand,frame,Name,gbkey,gene_biotype,Parent,transcript_id,protein_id,pseudo,partial,ID,locus_tag,inference,Dbxref,end_range,product,start_range,Note
NW_003526940.1,RefSeq,CDS,1337944,1337968,.,+,2,XP_003381759.1,CDS,,rna-XM_003381711.1,,"XP_003381759.1
",,,cds-XP_003381759.1,Tsp_07449,,"GenBank:XP_003381759.1,GeneID:10898649",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1338124,1338350,.,+,1,XP_003381759.1,CDS,,rna-XM_003381711.1,,"XP_003381759.1
",,,cds-XP_003381759.1,Tsp_07449,,"GenBank:XP_003381759.1,GeneID:10898649",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1338431,1338595,.,+,2,XP_003381759.1,CDS,,rna-XM_003381711.1,,"XP_003381759.1
",,,cds-XP_003381759.1,Tsp_07449,,"GenBank:XP_003381759.1,GeneID:10898649",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1338858,1338872,.,+,2,XP_003381759.1,CDS,,rna-XM_003381711.1,,"XP_003381759.1
",,,cds-XP_003381759.1,Tsp_07449,,"GenBank:XP_003381759.1,GeneID:10898649",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1338947,1339129,.,+,2,XP_003381759.1,CDS,,rna-XM_003381711.1,,"XP_003381759.1
",,,cds-XP_003381759.1,Tsp_07449,,"GenBank:XP_003381759.1,GeneID:10898649",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1339493,1339719,.,+,2,XP_003381759.1,CDS,,rna-XM_003381711.1,,"XP_003381759.1
",,,cds-XP_003381759.1,Tsp_07449,,"GenBank:XP_003381759.1,GeneID:10898649",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1339776,1339880,.,+,0,XP_003381759.1,CDS,,rna-XM_003381711.1,,"XP_003381759.1
",,,cds-XP_003381759.1,Tsp_07449,,"GenBank:XP_003381759.1,GeneID:10898649",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,gene,1343116,1345331,.,+,.,Tsp_07448,Gene,protein_coding,,,,,,gene-Tsp_07448,"Tsp_07448
",,GeneID:10898650,,,,
NW_003526940.1,RefSeq,mRNA,1343116,1345331,.,+,.,XM_003381712.1,mRNA,,gene-Tsp_07448,"XM_003381712.1
",,,,rna-XM_003381712.1,Tsp_07448,,"GenBank:XM_003381712.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1343116,1343219,.,+,.,,mRNA,,rna-XM_003381712.1,"XM_003381712.1
",,,,exon-XM_003381712.1-1,Tsp_07448,,"GenBank:XM_003381712.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1343574,1343797,.,+,.,,mRNA,,rna-XM_003381712.1,"XM_003381712.1
",,,,exon-XM_003381712.1-2,Tsp_07448,,"GenBank:XM_003381712.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1343878,1344042,.,+,.,,mRNA,,rna-XM_003381712.1,"XM_003381712.1
",,,,exon-XM_003381712.1-3,Tsp_07448,,"GenBank:XM_003381712.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1344394,1344679,.,+,.,,mRNA,,rna-XM_003381712.1,"XM_003381712.1
",,,,exon-XM_003381712.1-4,Tsp_07448,,"GenBank:XM_003381712.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1344930,1345167,.,+,.,,mRNA,,rna-XM_003381712.1,"XM_003381712.1
",,,,exon-XM_003381712.1-5,Tsp_07448,,"GenBank:XM_003381712.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1345227,1345331,.,+,.,,mRNA,,rna-XM_003381712.1,"XM_003381712.1
",,,,exon-XM_003381712.1-6,Tsp_07448,,"GenBank:XM_003381712.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1343116,1343219,.,+,0,XP_003381760.1,CDS,,rna-XM_003381712.1,,"XP_003381760.1
",,,cds-XP_003381760.1,Tsp_07448,,"GenBank:XP_003381760.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1343574,1343797,.,+,1,XP_003381760.1,CDS,,rna-XM_003381712.1,,"XP_003381760.1
",,,cds-XP_003381760.1,Tsp_07448,,"GenBank:XP_003381760.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1343878,1344042,.,+,2,XP_003381760.1,CDS,,rna-XM_003381712.1,,"XP_003381760.1
",,,cds-XP_003381760.1,Tsp_07448,,"GenBank:XP_003381760.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1344394,1344679,.,+,2,XP_003381760.1,CDS,,rna-XM_003381712.1,,"XP_003381760.1
",,,cds-XP_003381760.1,Tsp_07448,,"GenBank:XP_003381760.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1344930,1345167,.,+,1,XP_003381760.1,CDS,,rna-XM_003381712.1,,"XP_003381760.1
",,,cds-XP_003381760.1,Tsp_07448,,"GenBank:XP_003381760.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1345227,1345331,.,+,0,XP_003381760.1,CDS,,rna-XM_003381712.1,,"XP_003381760.1
",,,cds-XP_003381760.1,Tsp_07448,,"GenBank:XP_003381760.1,GeneID:10898650",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,gene,1345989,1348476,.,+,.,Tsp_07447,Gene,protein_coding,,,,,,gene-Tsp_07447,"Tsp_07447
",,GeneID:10898651,,,,
NW_003526940.1,RefSeq,mRNA,1345989,1348476,.,+,.,XM_003381713.1,mRNA,,gene-Tsp_07447,"XM_003381713.1
",,,,rna-XM_003381713.1,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1345989,1346017,.,+,.,,mRNA,,rna-XM_003381713.1,"XM_003381713.1
",,,,exon-XM_003381713.1-1,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1346384,1346645,.,+,.,,mRNA,,rna-XM_003381713.1,"XM_003381713.1
",,,,exon-XM_003381713.1-2,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1346722,1346918,.,+,.,,mRNA,,rna-XM_003381713.1,"XM_003381713.1
",,,,exon-XM_003381713.1-3,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1347260,1347421,.,+,.,,mRNA,,rna-XM_003381713.1,"XM_003381713.1
",,,,exon-XM_003381713.1-4,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1347898,1348036,.,+,.,,mRNA,,rna-XM_003381713.1,"XM_003381713.1
",,,,exon-XM_003381713.1-5,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1348091,1348242,.,+,.,,mRNA,,rna-XM_003381713.1,"XM_003381713.1
",,,,exon-XM_003381713.1-6,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1348422,1348476,.,+,.,,mRNA,,rna-XM_003381713.1,"XM_003381713.1
",,,,exon-XM_003381713.1-7,Tsp_07447,,"GenBank:XM_003381713.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1345989,1346017,.,+,0,XP_003381761.1,CDS,,rna-XM_003381713.1,,"XP_003381761.1
",,,cds-XP_003381761.1,Tsp_07447,,"GenBank:XP_003381761.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1346384,1346645,.,+,1,XP_003381761.1,CDS,,rna-XM_003381713.1,,"XP_003381761.1
",,,cds-XP_003381761.1,Tsp_07447,,"GenBank:XP_003381761.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1346722,1346918,.,+,0,XP_003381761.1,CDS,,rna-XM_003381713.1,,"XP_003381761.1
",,,cds-XP_003381761.1,Tsp_07447,,"GenBank:XP_003381761.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1347260,1347421,.,+,1,XP_003381761.1,CDS,,rna-XM_003381713.1,,"XP_003381761.1
",,,cds-XP_003381761.1,Tsp_07447,,"GenBank:XP_003381761.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1347898,1348036,.,+,1,XP_003381761.1,CDS,,rna-XM_003381713.1,,"XP_003381761.1
",,,cds-XP_003381761.1,Tsp_07447,,"GenBank:XP_003381761.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1348091,1348242,.,+,0,XP_003381761.1,CDS,,rna-XM_003381713.1,,"XP_003381761.1
",,,cds-XP_003381761.1,Tsp_07447,,"GenBank:XP_003381761.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1348422,1348476,.,+,1,XP_003381761.1,CDS,,rna-XM_003381713.1,,"XP_003381761.1
",,,cds-XP_003381761.1,Tsp_07447,,"GenBank:XP_003381761.1,GeneID:10898651",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,gene,1349150,1352506,.,-,.,Tsp_07446,Gene,protein_coding,,,,,,gene-Tsp_07446,"Tsp_07446
",,GeneID:10898652,,,,
NW_003526940.1,RefSeq,mRNA,1349150,1352506,.,-,.,XM_003381714.1,mRNA,,gene-Tsp_07446,"XM_003381714.1
",,,,rna-XM_003381714.1,Tsp_07446,,"GenBank:XM_003381714.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1352355,1352506,.,-,.,,mRNA,,rna-XM_003381714.1,"XM_003381714.1
",,,,exon-XM_003381714.1-1,Tsp_07446,,"GenBank:XM_003381714.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1350541,1350761,.,-,.,,mRNA,,rna-XM_003381714.1,"XM_003381714.1
",,,,exon-XM_003381714.1-2,Tsp_07446,,"GenBank:XM_003381714.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1350319,1350465,.,-,.,,mRNA,,rna-XM_003381714.1,"XM_003381714.1
",,,,exon-XM_003381714.1-3,Tsp_07446,,"GenBank:XM_003381714.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1350004,1350162,.,-,.,,mRNA,,rna-XM_003381714.1,"XM_003381714.1
",,,,exon-XM_003381714.1-4,Tsp_07446,,"GenBank:XM_003381714.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1349304,1349530,.,-,.,,mRNA,,rna-XM_003381714.1,"XM_003381714.1
",,,,exon-XM_003381714.1-5,Tsp_07446,,"GenBank:XM_003381714.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,exon,1349150,1349251,.,-,.,,mRNA,,rna-XM_003381714.1,"XM_003381714.1
",,,,exon-XM_003381714.1-6,Tsp_07446,,"GenBank:XM_003381714.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1352355,1352506,.,-,0,XP_003381762.1,CDS,,rna-XM_003381714.1,,"XP_003381762.1
",,,cds-XP_003381762.1,Tsp_07446,,"GenBank:XP_003381762.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1350541,1350761,.,-,1,XP_003381762.1,CDS,,rna-XM_003381714.1,,"XP_003381762.1
",,,cds-XP_003381762.1,Tsp_07446,,"GenBank:XP_003381762.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1350319,1350465,.,-,2,XP_003381762.1,CDS,,rna-XM_003381714.1,,"XP_003381762.1
",,,cds-XP_003381762.1,Tsp_07446,,"GenBank:XP_003381762.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1350004,1350162,.,-,2,XP_003381762.1,CDS,,rna-XM_003381714.1,,"XP_003381762.1
",,,cds-XP_003381762.1,Tsp_07446,,"GenBank:XP_003381762.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1349304,1349530,.,-,2,XP_003381762.1,CDS,,rna-XM_003381714.1,,"XP_003381762.1
",,,cds-XP_003381762.1,Tsp_07446,,"GenBank:XP_003381762.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,CDS,1349150,1349251,.,-,0,XP_003381762.1,CDS,,rna-XM_003381714.1,,"XP_003381762.1
",,,cds-XP_003381762.1,Tsp_07446,,"GenBank:XP_003381762.1,GeneID:10898652",,deoxyribonuclease II family protein,,
NW_003526940.1,RefSeq,gene,1356495,1357686,.,-,.,Tsp_07445,Gene,protein_coding,,,,,,gene-Tsp_07445,"Tsp_07445
",,GeneID:10898653,,,,
NW_003526940.1,RefSeq,mRNA,1356495,1357686,.,-,.,XM_003381715.1,mRNA,,gene-Tsp_07445,"XM_003381715.1
",,,,rna-XM_003381715.1,Tsp_07445,,"GenBank:XM_003381715.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,exon,1357563,1357686,.,-,.,,mRNA,,rna-XM_003381715.1,"XM_003381715.1
",,,,exon-XM_003381715.1-1,Tsp_07445,,"GenBank:XM_003381715.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,exon,1357239,1357319,.,-,.,,mRNA,,rna-XM_003381715.1,"XM_003381715.1
",,,,exon-XM_003381715.1-2,Tsp_07445,,"GenBank:XM_003381715.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,exon,1357061,1357179,.,-,.,,mRNA,,rna-XM_003381715.1,"XM_003381715.1
",,,,exon-XM_003381715.1-3,Tsp_07445,,"GenBank:XM_003381715.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,exon,1356878,1356992,.,-,.,,mRNA,,rna-XM_003381715.1,"XM_003381715.1
",,,,exon-XM_003381715.1-4,Tsp_07445,,"GenBank:XM_003381715.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,exon,1356637,1356818,.,-,.,,mRNA,,rna-XM_003381715.1,"XM_003381715.1
",,,,exon-XM_003381715.1-5,Tsp_07445,,"GenBank:XM_003381715.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,exon,1356495,1356581,.,-,.,,mRNA,,rna-XM_003381715.1,"XM_003381715.1
",,,,exon-XM_003381715.1-6,Tsp_07445,,"GenBank:XM_003381715.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,CDS,1357563,1357686,.,-,0,XP_003381763.1,CDS,,rna-XM_003381715.1,,"XP_003381763.1
",,,cds-XP_003381763.1,Tsp_07445,,"GenBank:XP_003381763.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,CDS,1357239,1357319,.,-,2,XP_003381763.1,CDS,,rna-XM_003381715.1,,"XP_003381763.1
",,,cds-XP_003381763.1,Tsp_07445,,"GenBank:XP_003381763.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,CDS,1357061,1357179,.,-,2,XP_003381763.1,CDS,,rna-XM_003381715.1,,"XP_003381763.1
",,,cds-XP_003381763.1,Tsp_07445,,"GenBank:XP_003381763.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,CDS,1356878,1356992,.,-,0,XP_003381763.1,CDS,,rna-XM_003381715.1,,"XP_003381763.1
",,,cds-XP_003381763.1,Tsp_07445,,"GenBank:XP_003381763.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,CDS,1356637,1356818,.,-,2,XP_003381763.1,CDS,,rna-XM_003381715.1,,"XP_003381763.1
",,,cds-XP_003381763.1,Tsp_07445,,"GenBank:XP_003381763.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,CDS,1356495,1356581,.,-,0,XP_003381763.1,CDS,,rna-XM_003381715.1,,"XP_003381763.1
",,,cds-XP_003381763.1,Tsp_07445,,"GenBank:XP_003381763.1,GeneID:10898653",,putative cytoplasmic polyadenylation element-binding protein 4,,
NW_003526940.1,RefSeq,gene,1357905,1358574,.,-,.,Tsp_07444,Gene,protein_coding,,,,,,gene-Tsp_07444,"Tsp_07444
",,GeneID:10898654,,,,
NW_003526940.1,RefSeq,mRNA,1357905,1358574,.,-,.,XM_003381716.1,mRNA,,gene-Tsp_07444,"XM_003381716.1
",,,,rna-XM_003381716.1,Tsp_07444,,"GenBank:XM_003381716.1,GeneID:10898654",,hypothetical protein,,
NW_003526940.1,RefSeq,exon,1358473,1358574,.,-,.,,mRNA,,rna-XM_003381716.1,"XM_003381716.1
",,,,exon-XM_003381716.1-1,Tsp_07444,,"GenBank:XM_003381716.1,GeneID:10898654",,hypothetical protein,,
NW_003526940.1,RefSeq,exon,1358267,1358384,.,-,.,,mRNA,,rna-XM_003381716.1,"XM_003381716.1
",,,,exon-XM_003381716.1-2,Tsp_07444,,"GenBank:XM_003381716.1,GeneID:10898654",,hypothetical protein,,
NW_003526940.1,RefSeq,exon,1357905,1358029,.,-,.,,mRNA,,rna-XM_003381716.1,"XM_003381716.1
",,,,exon-XM_003381716.1-3,Tsp_07444,,"GenBank:XM_003381716.1,GeneID:10898654",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,1358473,1358574,.,-,0,XP_003381764.1,CDS,,rna-XM_003381716.1,,"XP_003381764.1
",,,cds-XP_003381764.1,Tsp_07444,,"GenBank:XP_003381764.1,GeneID:10898654",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,1358267,1358384,.,-,0,XP_003381764.1,CDS,,rna-XM_003381716.1,,"XP_003381764.1
",,,cds-XP_003381764.1,Tsp_07444,,"GenBank:XP_003381764.1,GeneID:10898654",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,1357905,1358029,.,-,2,XP_003381764.1,CDS,,rna-XM_003381716.1,,"XP_003381764.1
",,,cds-XP_003381764.1,Tsp_07444,,"GenBank:XP_003381764.1,GeneID:10898654",,hypothetical protein,,
NW_003526940.1,RefSeq,gene,1363989,1368654,.,+,.,Tsp_07443,Gene,protein_coding,,,,,,gene-Tsp_07443,"Tsp_07443
",,GeneID:10898655,,,,
NW_003526940.1,RefSeq,mRNA,1363989,1368654,.,+,.,XM_003381717.1,mRNA,,gene-Tsp_07443,"XM_003381717.1
",,,,rna-XM_003381717.1,Tsp_07443,,"GenBank:XM_003381717.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,exon,1363989,1364025,.,+,.,,mRNA,,rna-XM_003381717.1,"XM_003381717.1
",,,,exon-XM_003381717.1-1,Tsp_07443,,"GenBank:XM_003381717.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,exon,1364085,1365858,.,+,.,,mRNA,,rna-XM_003381717.1,"XM_003381717.1
",,,,exon-XM_003381717.1-2,Tsp_07443,,"GenBank:XM_003381717.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,exon,1366084,1366713,.,+,.,,mRNA,,rna-XM_003381717.1,"XM_003381717.1
",,,,exon-XM_003381717.1-3,Tsp_07443,,"GenBank:XM_003381717.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,exon,1367071,1367333,.,+,.,,mRNA,,rna-XM_003381717.1,"XM_003381717.1
",,,,exon-XM_003381717.1-4,Tsp_07443,,"GenBank:XM_003381717.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,exon,1367468,1368404,.,+,.,,mRNA,,rna-XM_003381717.1,"XM_003381717.1
",,,,exon-XM_003381717.1-5,Tsp_07443,,"GenBank:XM_003381717.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,exon,1368465,1368654,.,+,.,,mRNA,,rna-XM_003381717.1,"XM_003381717.1
",,,,exon-XM_003381717.1-6,Tsp_07443,,"GenBank:XM_003381717.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,CDS,1363989,1364025,.,+,0,XP_003381765.1,CDS,,rna-XM_003381717.1,,"XP_003381765.1
",,,cds-XP_003381765.1,Tsp_07443,,"GenBank:XP_003381765.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,CDS,1364085,1365858,.,+,2,XP_003381765.1,CDS,,rna-XM_003381717.1,,"XP_003381765.1
",,,cds-XP_003381765.1,Tsp_07443,,"GenBank:XP_003381765.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,CDS,1366084,1366713,.,+,1,XP_003381765.1,CDS,,rna-XM_003381717.1,,"XP_003381765.1
",,,cds-XP_003381765.1,Tsp_07443,,"GenBank:XP_003381765.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,CDS,1367071,1367333,.,+,1,XP_003381765.1,CDS,,rna-XM_003381717.1,,"XP_003381765.1
",,,cds-XP_003381765.1,Tsp_07443,,"GenBank:XP_003381765.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,CDS,1367468,1368404,.,+,2,XP_003381765.1,CDS,,rna-XM_003381717.1,,"XP_003381765.1
",,,cds-XP_003381765.1,Tsp_07443,,"GenBank:XP_003381765.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,CDS,1368465,1368654,.,+,1,XP_003381765.1,CDS,,rna-XM_003381717.1,,"XP_003381765.1
",,,cds-XP_003381765.1,Tsp_07443,,"GenBank:XP_003381765.1,GeneID:10898655",,putative immunoglobulin I-set domain protein,,
NW_003526940.1,RefSeq,gene,1371047,1379965,.,+,.,Tsp_07442,Gene,protein_coding,,,,,,gene-Tsp_07442,"Tsp_07442
",,GeneID:10898656,,,,
NW_003526940.1,RefSeq,mRNA,1371047,1379965,.,+,.,XM_003381718.1,mRNA,,gene-Tsp_07442,"XM_003381718.1
",,,,rna-XM_003381718.1,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1371047,1371184,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-1,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1371256,1371393,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-2,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1371451,1371622,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-3,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1371891,1372327,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-4,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1372627,1372806,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-5,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1373439,1373542,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-6,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1373647,1373804,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-7,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1374426,1374535,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-8,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1374612,1374741,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-9,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1374826,1375034,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-10,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1375114,1375278,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-11,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1375392,1375715,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-12,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1375787,1376129,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-13,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1376425,1376497,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-14,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1376553,1376722,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-15,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1376811,1377124,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-16,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1377190,1377295,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-17,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,1377359,1377626,.,+,.,,mRNA,,rna-XM_003381718.1,"XM_003381718.1
",,,,exon-XM_003381718.1-18,Tsp_07442,,"GenBank:XM_003381718.1,GeneID:10898656",,conserved hypothetical protein,,
